campaign_id,audience_segment,creative_size_px,user_id,creative_messaging,app_url,exchange,device_make,impressions,viewable_impressions,measurable_impressions,clicks,total_conversions,gross_cost_USD
QY47P,"Online Behavior > United States > Hobbies and Leisure > Contests, Awards and Prizes",300x250,WGZAC1449D,Subscribe Today - 10% Discount,geeksforgeeks.org,BidSwitch,Apple PC,120902,9964,70015,333,15," $4,669.01 "
NT47W,Online Behavior > United States > Hobbies and Leisure > Crafts,320x50,DJRUD9702Z,Subscribe Today - 10% Discount,news.yahoo.com,TripleLift,Smartphone,41513,20872,39250,113,9," $6,789.53 "
SD50Z,Online Behavior > United States > Hobbies and Leisure > Outdoors - Equestrian,300x250,ZFEQW7935E,Subscribe Today - 10% Discount,accuweather.com,Google Ad Manager,Smartphone,7862,2152,6039,20,2," $6,506.43 "
XW61Q,Online Behavior > United States > Hobbies and Leisure > Outdoors - Fishing,300x250,LLVNA4149A,Sign up Today - 10% Off,mlb.com,PubMatic,Windows PC,25206,3588,23556,75,19," $6,846.36 "
TF4U,Online Behavior > United States > Hobbies and Leisure > Outdoors - Hiking and Camping,300x250,COBZW7547O,10% Discount - Ends 6/1,ebay.com,Magnite DV+,Apple PC,27592,10901,24980,80,17," $6,809.36 "
WA77G,Online Behavior > United States > Hobbies and Leisure > Special Occasions - Holidays and Seasonal Events,320x50,ZBLMC0428L,Subscribe Today - 10% Discount,yahoo.com,GumGum,Smartphone,760502,326721,700814,2140,17," $5,179.04 "
OC3W,Online Behavior > United States > Hobbies and Leisure > Special Occasions - Party Planning,300x250,YPUXJ8978T,10% Discount - Ends 6/1,mayoclinic.org,Index Exchange,Smartphone,14398,2807,13393,30,7," $5,154.64 "
EJ12F,Online Behavior > United States > Hobbies and Leisure > Water Activities,320x50,PCNIR6115S,Sign up Now - 10% Off,weather.com,Google Ad Manager,Smartphone,156427,61821,145505,512,3," $5,159.75 "
US22I,Online Behavior > United States > Home and Garden > Bed and Bath,300x250,YVOKD6461D,10% Discount - Ends 6/1,streetinsider.com,Google Ad Manager,Apple PC,28888,21437,27586,85,19," $6,858.58 "
UM67M,Online Behavior > United States > Home and Garden > Home Appliances,300x250,VMKOT9945C,10% Discount - Ends 6/1,news.yahoo.com,BidSwitch,Smartphone,8420,4430,7869,80,8," $5,184.59 "
PO22U,Online Behavior > United States > Home and Garden > Home Furnishings,320x50,NOSEL1497A,Sign up Now - 10% Off,nypost.com,Google Ad Manager,Smartphone,25377,16698,23798,101,2," $5,175.14 "
IX70S,Online Behavior > United States > Home and Garden > Home Improvement,320x50,EOTVC4808M,10% Discount - Ends 6/1,finance.yahoo.com,Magnite DV+,Smartphone,76049,34921,69138,199,8," $6,942.80 "
JJ36T,Online Behavior > United States > Home and Garden > Homemaking and Interior Decor,300x250,OCQZT2083G,10% Discount - Ends 6/1,dailymail.co.uk/news,Google Ad Manager,Smartphone,7921,4727,6513,50,11," $5,379.00 "
ZB88A,Online Behavior > United States > Home and Garden > Kitchen and Dining,300x250,JEPHO5456Q,Subscribe Today - 10% Discount,poshland.com,Index Exchange,Apple PC,123430,45294,77646,360,15," $6,808.56 "
QW19F,Online Behavior > United States > Home and Garden > Yard and Patio,300x250,VJSZC2958L,Subscribe Today - 10% Discount,w3schools.com,Index Exchange,Smartphone,11607,5218,10763,184,12," $6,909.73 "
XK65E,Online Behavior > United States > Intent - Auto Buyers - Car Make > Audi Q,300x250,LYTFU0708J,Sign up Now - 10% Off,accuweather.com,Xandr - Monetize SSP (AppNexus),Smartphone,10501,4126,7654,90,8," $6,244.52 "
JZ35X,Online Behavior > United States > Intent - Auto Buyers - Car Make > BMW,300x250,YVOKD6461D,Sign up Today - 10% Off,firstcoastnews.com,BidSwitch,Smartphone,12092,2042,10315,30,8," $6,245.13 "
TL58E,Online Behavior > United States > Intent - Auto Buyers - Car Make > Dodge,320x50,GZYUI1052D,Subscribe Today - 10% Discount,historycollection.com,Google Ad Manager,Smartphone,138904,98952,120688,399,25," $5,038.64 "
ZK25C,Online Behavior > United States > Intent - Auto Buyers - Car Make > Ford,300x250,SCEPV9076U,10% Discount - Ends 6/1,foxnews.com,BidSwitch,Apple PC,29323,13822,26934,88,9," $6,096.05 "
VS66G,Online Behavior > United States > Intent - Auto Buyers - Car Make > Honda,300x250,HWQQZ9726H,Subscribe Today - 10% Discount,npr.org,Yahoo Exchange,Smartphone,8000,4400,6379,10,1," $6,159.37 "
JW11B,Online Behavior > United States > Intent - Auto Buyers - Car Make > Hyundai,320x50,VVMOR8767G,10% Discount - Ends 6/1,daily-choices.com,OpenX,Smartphone,25532,15219,21497,140,9," $6,047.17 "
ZZ61P,Online Behavior > United States > Intent - Auto Buyers - Car Make > Jeep,300x250,BANVC6058Q,Sign up Today - 10% Off,weather.com,Smart RTB+ (Smartadserver),Windows PC,96779,9831,63640,299,12," $6,317.51 "
RX74N,Online Behavior > United States > Intent - Auto Buyers - Car Make > Mazda,300x250,GEKPL6384E,10% Discount - Ends 6/1,iflscience.com,Google Ad Manager,Smartphone,11672,7619,9999,84,7," $5,284.28 "
WI19H,Online Behavior > United States > Intent - Auto Buyers - Car Make > Mercedes,320x50,XTSRY4576S,Subscribe Today - 10% Discount,realtor.com,Index Exchange,Smartphone,42459,15187,37408,121,11," $6,321.49 "
VJ53T,Online Behavior > United States > Intent - Auto Buyers - Car Make > Nissan,320x50,FKKDR3691J,Subscribe Today - 10% Discount,britannica.com,Google Ad Manager,Smartphone,8068,5545,7554,10,1," $5,995.04 "
NR48H,Online Behavior > United States > Intent - Auto Buyers - Car Make > Opel,300x250,FVBBK0090Y,Subscribe Today - 10% Discount,finance.yahoo.com,Google Ad Manager,Smartphone,286998,61586,247500,815,13," $6,395.55 "
BM27N,Online Behavior > United States > Intent - Auto Buyers - Car Make > Peugeot,300x250,UHRAL1341C,Sign up Today - 10% Off,usatoday.com,Google Ad Manager,Smartphone,186404,30885,151358,940,3," $4,702.03 "
ZA16T,Online Behavior > United States > Intent - Auto Buyers - Car Make > Subaru,300x250,PNDZA8403Y,Sign up Today - 10% Off,signupgenius.com,Magnite DV+,Apple PC,7965,5230,6923,50,10," $6,298.51 "
MY57E,Online Behavior > United States > Intent - Auto Buyers - Car Make > Toyota,320x50,FZXRW3885D,Sign up Now - 10% Off,cnn.com,PubMatic,Smartphone,9060,5190,8621,30,14," $4,934.85 "
BC71S,Online Behavior > United States > Intent - Auto Buyers - Car Make > Vauxhall,320x50,OYFOL0602Q,Sign up Now - 10% Off,nypost.com,Google Ad Manager,Smartphone,14038,1600,11345,63,8," $6,368.86 "
SG87U,Online Behavior > United States > Intent - Auto Buyers - Car Make > Volkswagen,300x250,IJGYM6908K,Sign up Today - 10% Off,androidauthority.com,PubMatic,Smartphone,14451,5606,13461,50,8," $6,397.60 "
NW71T,Online Behavior > United States > Intent - Auto Buyers - Category > Caravan,300x250,JLZEQ0328H,10% Discount - Ends 6/1,ranker.com,Google Ad Manager,Smartphone,8097,4942,6868,20,1," $6,177.46 "
IE77W,Online Behavior > United States > Intent - Auto Buyers - Category > Motorcycle,320x50,IIXRF0938N,10% Discount - Ends 6/1,fandom.com,Xandr - Monetize SSP (AppNexus),Smartphone,15252,2152,3482,55,7," $6,211.20 "
SZ28P,Online Behavior > United States > Intent - Auto Buyers - Category > Sport Cars,320x50,IRHJI8002Z,Sign up Today - 10% Off,people.com,Google Ad Manager,Smartphone,81567,53264,68123,440,4," $6,392.47 "
HX88Z,Online Behavior > United States > Intent - Auto Buyers - Category > Van,320x50,LIAGZ4586W,Sign up Today - 10% Off,tasteofhome.com,Google Ad Manager,Smartphone,9153,4345,8376,23,14," $5,007.53 "
KT72I,Online Behavior > United States > Intent - Auto Buyers - Type > Crossover,320x50,ECZBH8950Q,Sign up Now - 10% Off,usatoday.com,Google Ad Manager,Smartphone,25539,12130,24129,78,15," $4,804.49 "
LR9O,Online Behavior > United States > Intent - Auto Buyers - Type > Luxury,320x50,DFQGI9997O,Sign up Now - 10% Off,al.com,PubMatic,Smartphone,14489,12453,13873,37,10," $6,195.84 "
EW9G,Online Behavior > United States > Intent - Auto Buyers - Type > Sedan,300x250,CJQMQ0226T,Sign up Today - 10% Off,mail.aol.com,Index Exchange,Windows PC,25889,18382,23328,110,15," $4,977.78 "
BP95C,Online Behavior > United States > Intent - Auto Buyers - Type > SUV,300x250,DGHBT9952X,Sign up Today - 10% Off,homeaddict.io,BidSwitch,Windows PC,99205,49240,72687,230,21," $6,185.00 "
JQ21X,Online Behavior > United States > Intent - Auto Buyers - Type > Truck,300x250,GNXJA8969M,Sign up Now - 10% Off,msn.com,BidSwitch,Smartphone,12974,7521,10959,84,7," $6,301.87 "
OB42J,Online Behavior > United States > Intent - Auto Buyers > New,320x50,OYUEN2234N,Sign up Now - 10% Off,whatismyipaddress.com,Google Ad Manager,Smartphone,42830,24499,34496,160,5," $6,261.58 "
YX54M,Online Behavior > United States > Intent - Financial Intent > Banking,300x50,RLSQY9807F,Subscribe Today - 10% Discount,mydailymagazine.com,Google Ad Manager,Smartphone,9238,4626,8264,84,15," $6,683.23 "
MJ99C,Online Behavior > United States > Intent - Financial Intent > Insurance - Auto,320x50,NXPMZ8898X,Sign up Today - 10% Off,weather.com,PubMatic,Smartphone,42884,4345,25153,104,9," $6,322.15 "
JP80I,Online Behavior > United States > Intent - Financial Intent > Loans and Credit,320x50,XLJIK2076T,Sign up Now - 10% Off,ebay.com,Yieldmo,Smartphone,83957,1420,69246,185,19," $6,651.51 "
RV82Y,Online Behavior > United States > Intent - Services > Arts and Entertainment,300x250,BNNND1001J,Sign up Today - 10% Off,msn.com,Google Ad Manager,Apple PC,29834,14599,24656,99,14," $6,032.84 "
KT45W,Online Behavior > United States > Intent - Services > Pets,300x250,LPXGR3479V,Sign up Now - 10% Off,yahoo.com,Magnite DV+,Smartphone,818919,395852,699064,1987,22," $6,012.10 "
OZ77R,Online Behavior > United States > Intent - Services > Photography,300x50,MKPKD5134L,10% Discount - Ends 6/1,mail.aol.com,Google Ad Manager,Smartphone,100058,73422,91976,435,8," $5,831.23 "
DV64V,Online Behavior > United States > Intent - Services > Restaurants,300x250,ZUGUN2624B,Sign up Now - 10% Off,weather.com,Google Ad Manager,Apple PC,29856,7664,21698,111,9," $4,851.39 "
NO19J,Online Behavior > United States > Intent - Shopping > Auto Parts Stores,320x50,ZZGMU8537Y,Subscribe Today - 10% Discount,insider.com,Google Ad Manager,Smartphone,102905,45324,99065,421,1," $6,407.58 "
BR61E,Online Behavior > United States > Intent - Shopping > Consumer Electronics - Cameras and Photography Equip,300x250,YZRZD5125Z,Sign up Today - 10% Off,gameofglam.com,BidSwitch,Smartphone,11681,4713,8230,88,4," $5,216.65 "
LV90F,"Online Behavior > United States > Intent - Shopping > Consumer Electronics - Computers, Laptops",320x50,HFRGF7395P,Sign up Today - 10% Off,cargurus.com,Yahoo Exchange,Smartphone,16644,5055,15831,10,5," $6,386.46 "
SO78R,Online Behavior > United States > Intent - Shopping > Consumer Electronics - Tablets,320x50,MBNDY3862Y,Subscribe Today - 10% Discount,finviz.com,Google Ad Manager,Smartphone,9533,6548,9042,66,16," $5,574.54 "
DN86M,Online Behavior > United States > Intent - Shopping > Consumer Electronics - Televisions/TVs,320x50,NVIPJ0384X,Subscribe Today - 10% Discount,msn.com,PubMatic,Smartphone,192201,113707,157940,489,3," $6,176.00 "
VC77G,Online Behavior > United States > Intent - Shopping > Consumer Electronics - Video Game Consoles,300x250,RSPQE1339C,10% Discount - Ends 6/1,factinate.com,Magnite DV+,Apple PC,39314,27671,35488,100,8," $5,530.80 "
QM5U,Online Behavior > United States > Intent - Shopping > CPG» Cosmetics,320x50,XEEJE6586B,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,43327,4689,31363,140,14," $4,554.88 "
VA15Z,Online Behavior > United States > Intent - Shopping > CPG» Grocery,300x250,KOPFG9064M,Subscribe Today - 10% Discount,dailybee.com,Google Ad Manager,Smartphone,8111,4346,6163,0,1," $5,000.76 "
CX30O,Online Behavior > United States > Intent - Shopping > CPG» Home Care,320x50,FASKQ5093E,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,210700,94625,180681,704,3," $6,341.88 "
QE23Y,Online Behavior > United States > Intent - Shopping > Drug Stores,320x50,RIHZX9620T,Sign up Now - 10% Off,investopedia.com,Google Ad Manager,Smartphone,7687,5311,7266,10,6," $6,486.85 "
KZ94D,Online Behavior > United States > Intent - Shopping > Drug Stores - CVS,300x250,CNFXR5394I,Sign up Now - 10% Off,drugs.com,BidSwitch,Smartphone,11697,6761,10783,64,3," $5,218.07 "
WA83V,Online Behavior > United States > Intent - Shopping > Drug Stores - Walgreens,300x50,PCVPC6144C,Subscribe Today - 10% Discount,usatoday.com,Google Ad Manager,Smartphone,39373,23152,35857,99,17," $6,342.89 "
TK59G,Online Behavior > United States > Intent - Shopping > Entertainment,300x50,SCHMD8376D,Sign up Today - 10% Off,mapquest.com,Index Exchange,Smartphone,11734,8741,10606,78,5," $6,439.28 "
EE23O,Online Behavior > United States > Intent - Shopping > Fashion,300x250,YEFUW6275K,10% Discount - Ends 6/1,outlook.live.com,Google Ad Manager,Windows PC,102958,86884,94687,320,12," $6,624.22 "
RF19B,Online Behavior > United States > Intent - Shopping > Home and Garden,320x50,PNDZA8403Y,Sign up Today - 10% Off,msn.com,Google Ad Manager,Smartphone,26270,12813,21893,63,12," $6,417.26 "
EX16A,Online Behavior > United States > Intent - Shopping > Home Improvement,320x50,ZLWMH0969T,Subscribe Today - 10% Discount,wordunscrambler.me,Google Ad Manager,Smartphone,9357,1754,8343,60,10," $6,559.48 "
HH42Z,Online Behavior > United States > Intent - Shopping > Office Supplies,320x50,ISBSI9065H,Subscribe Today - 10% Discount,kbb.com,Magnite DV+,Smartphone,96728,69700,91910,341,15," $6,587.24 "
KD90K,Online Behavior > United States > Intent - Shopping > Pet Food - Dog,320x50,QEGTE9790O,Subscribe Today - 10% Discount,yourdailysportfix.com,Google Ad Manager,Smartphone,18516,8191,13641,68,13," $5,087.56 "
OC57A,Online Behavior > United States > Intent - Shopping > Sports and Outdoors,320x50,ZMFKM9001I,Subscribe Today - 10% Discount,findagrave.com,Magnite DV+,Smartphone,26304,12354,17500,75,11," $4,727.81 "
UN11G,Online Behavior > United States > Intent - Shopping > Wireless Providers,300x250,VHFRU3982T,10% Discount - Ends 6/1,milb.com,Google Ad Manager,Apple PC,39725,5402,36080,144,12," $6,431.56 "
JK50Q,Online Behavior > United States > Intent - Travel > Accommodation - Hotels,300x50,ECZBH8950Q,10% Discount - Ends 6/1,dailymail.co.uk/news,Google Ad Manager,Smartphone,14137,9300,13110,44,8," $6,345.46 "
LD51I,Online Behavior > United States > Intent - Travel > Budget Travel,300x50,XDALU8746W,Subscribe Today - 10% Discount,yachtworld.com,PubMatic,Smartphone,10565,6248,10141,66,9," $6,236.11 "
FW97S,Online Behavior > United States > Intent - Travel > Business Travel,300x250,OLOHZ1751M,Sign up Now - 10% Off,gamerant.com,Google Ad Manager,Smartphone,17770,12771,16749,70,9," $5,195.23 "
BG59Q,Online Behavior > United States > Intent - Travel > Cruises,300x50,EOTVC4808M,Subscribe Today - 10% Discount,doctoreport.com,Index Exchange,Smartphone,9560,3076,6252,98,17," $6,420.22 "
GS87U,Online Behavior > United States > Intent - Travel > Flights,300x50,FZXRW3885D,Sign up Now - 10% Off,nypost.com,Xandr - Monetize SSP (AppNexus),Smartphone,140359,76130,133578,352,26," $6,094.67 "
IZ89R,Online Behavior > United States > Intent - Travel > Future Travel,300x250,AOEUZ3414F,Sign up Now - 10% Off,weather.com,Google Ad Manager,Smartphone,100991,56138,88836,286,9," $4,652.37 "
RE88L,Online Behavior > United States > Intent - Travel > Graduation Trip,300x250,WVOFQ9893P,Subscribe Today - 10% Discount,sallysbakingaddiction.com,Google Ad Manager,Windows PC,26415,13791,25315,60,11," $6,450.92 "
CN71E,Online Behavior > United States > Intent - Travel > Luxury Travel,320x50,HPADF0180L,Sign up Today - 10% Off,seedsgames.com,Google Ad Manager,Smartphone,14509,866,13268,90,8," $5,521.19 "
JI66V,Online Behavior > United States > Intent - Travel > Travel,300x50,XVJVY6722N,Subscribe Today - 10% Discount,wikihow.com,PubMatic,Smartphone,11789,6187,10028,20,3," $6,505.53 "
KQ2L,Online Behavior > United States > Internet and Telecom > Email and Messaging,320x50,KWEJC2523I,Subscribe Today - 10% Discount,dexerto.com,OpenX,Smartphone,14553,6119,12505,47,11," $6,968.00 "
GX96G,Online Behavior > United States > Internet and Telecom > Mobile and Wireless,320x50,QRBII8237O,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,15326,7941,14331,68,8," $6,943.52 "
SX30U,Online Behavior > United States > Internet and Telecom > Search Engines,300x250,JPXBW4979F,10% Discount - Ends 6/1,weather.com,PubMatic,Windows PC,26439,7093,19681,95,7," $5,330.78 "
TW13Y,Online Behavior > United States > Internet and Telecom > Web Apps and Online Tools,300x250,LPXGR3479V,Sign up Today - 10% Off,realtor.com,BidSwitch,Windows PC,109372,58336,103569,364,21," $6,928.01 "
CU47X,Online Behavior > United States > Internet and Telecom > Web Portals,320x50,LZDFY9479R,10% Discount - Ends 6/1,weather.com,Google Ad Manager,Smartphone,96508,47065,73640,351,15," $5,310.77 "
IA41T,Online Behavior > United States > Internet and Telecom > Web Services,320x50,YPPIQ5980X,Subscribe Today - 10% Discount,realtor.com,Magnite DV+,Smartphone,14581,3821,12741,45,6," $5,296.97 "
FG44A,Online Behavior > United States > Jobs and Education > Education,300x250,LLTRU7723I,Sign up Now - 10% Off,biblegateway.com,Google Ad Manager,Windows PC,113420,33557,104929,333,11," $5,124.44 "
RQ5G,Online Behavior > United States > Jobs and Education > Jobs,300x250,RIHZX9620T,Sign up Today - 10% Off,people.com,PubMatic,Smartphone,21280,15309,20244,70,6," $6,837.51 "
VB58T,Online Behavior > United States > Law and Government > Government,300x250,ZDHAY8105G,Sign up Today - 10% Off,slickdeals.net,OpenX,Windows PC,18537,6473,17081,95,4," $5,206.24 "
LG72Q,Online Behavior > United States > Law and Government > Legal,320x50,PHNEW5291K,10% Discount - Ends 6/1,washingtonpost.com,Xandr - Monetize SSP (AppNexus),Smartphone,9867,6867,9347,30,12," $6,839.57 "
LY33D,Online Behavior > United States > Law and Government > Military,320x50,LLMRO4391P,Sign up Today - 10% Off,cars.com,Google Ad Manager,Smartphone,17582,9848,16558,56,12," $6,846.45 "
WL23J,Online Behavior > United States > Law and Government > Public Safety,320x50,FASKQ5093E,Subscribe Today - 10% Discount,biblegateway.com,Taboola,Smartphone,43367,14306,39750,111,12," $5,214.30 "
AW40T,Online Behavior > United States > Life Event > Bride,320x50,XAGNC8410N,Subscribe Today - 10% Discount,businessinsider.com,TripleLift,Smartphone,11919,8100,11524,69,2," $6,350.92 "
QA65D,Online Behavior > United States > Life Event > College Applications,320x50,KGLLH3730J,Subscribe Today - 10% Discount,yahoo.com,Xandr - Monetize SSP (AppNexus),Smartphone,446774,163786,374116,1245,12," $7,248.23 "
WI97W,Online Behavior > United States > Life Event > College Graduation,320x50,WUACZ9864Q,10% Discount - Ends 6/1,msn.com,Google Ad Manager,Smartphone,1515751,1151776,1396230,3874,49," $7,850.64 "
AZ11F,Online Behavior > United States > Life Event > Engagement,320x50,MOLSZ6722X,Sign up Today - 10% Off,businessinsider.com,Google Ad Manager,Smartphone,35163,21222,33671,250,15," $6,336.72 "
NL56V,Online Behavior > United States > Life Event > Home Buying,300x250,KHZRL5052V,Subscribe Today - 10% Discount,topclassactions.com,PubMatic,Smartphone,9362,5202,8928,39,6," $7,312.49 "
SN67I,Online Behavior > United States > Life Event > Job Search,320x50,VMKOT9945C,10% Discount - Ends 6/1,thesaurus.com,Google Ad Manager,Smartphone,18081,4545,15617,44,15," $6,522.64 "
JO63W,Online Behavior > United States > Life Event > Movers,300x250,KWZXS7136Y,Subscribe Today - 10% Discount,yahoo.com,Google Ad Manager,Smartphone,310255,105054,260998,970,14," $6,057.86 "
IO39I,Online Behavior > United States > Life Event > New Parent,300x250,XOFAZ2792C,10% Discount - Ends 6/1,ebay.com,Xandr - Monetize SSP (AppNexus),Smartphone,569171,343050,541133,1354,78," $7,129.63 "
IH73N,Online Behavior > United States > Life Event > University Graduation,300x250,LPXCY6522G,Sign up Today - 10% Off,yahoo.com,Google Ad Manager,Smartphone,1221746,512107,1088748,3874,19," $7,483.89 "
OT47T,Online Behavior > United States > Life Event > Wedding Planning,300x250,ZRGPG5133W,Sign up Now - 10% Off,news.yahoo.com,BidSwitch,Smartphone,16503,8595,14466,69,7," $5,714.52 "
MJ8S,Online Behavior > United States > News > Business News,320x50,NFIRA4322Q,Subscribe Today - 10% Discount,finance.yahoo.com,OpenX,Smartphone,44505,18993,39522,125,16," $6,766.48 "
PO18Y,Online Behavior > United States > News > Local News,320x50,FYGPX7454T,Sign up Today - 10% Off,realtor.com,Yahoo Exchange,Smartphone,44889,17477,38621,125,25," $6,644.95 "
LL81E,Online Behavior > United States > News > Newspapers,320x50,PCVPC6144C,10% Discount - Ends 6/1,calculator.net,PubMatic,Smartphone,37176,31829,35639,100,21," $6,753.60 "
VH15Z,Online Behavior > United States > News > Politics,320x50,TZSFS8968E,Sign up Today - 10% Off,thesaurus.com,Google Ad Manager,Smartphone,55445,4565,53407,155,36," $7,948.48 "
KT43H,Online Behavior > United States > News > Sports News,320x50,ISJZP5116B,Subscribe Today - 10% Discount,biblegateway.com,Google Ad Manager,Smartphone,26715,12287,25003,100,6," $4,623.09 "
BY31B,Online Behavior > United States > News > Technology News,300x50,ZNEJY5510H,10% Discount - Ends 6/1,femanin.com,BidSwitch,Smartphone,115412,71564,81785,490,21," $6,861.54 "
LJ36Y,Online Behavior > United States > News > Weather,300x250,SEFWO1141R,Sign up Now - 10% Off,wikihow.com,Google Ad Manager,Smartphone,9404,4781,7943,30,4," $1,345.37 "
FG63C,Online Behavior > United States > Online Communities > Blogging Resources and Services,320x50,WVFMN4165A,Sign up Now - 10% Off,signin.ebay.com,Yahoo Exchange,Smartphone,18136,10842,14953,69,9," $6,860.36 "
PM53B,Online Behavior > United States > Online Communities > Dating and Personals,320x50,QRBII8237O,Sign up Today - 10% Off,weather.com,Google Ad Manager,Smartphone,39844,11077,30190,99,9," $6,367.87 "
NU54M,Online Behavior > United States > Online Communities > File Sharing and Hosting,320x50,ZJAYC2987F,Sign up Today - 10% Off,ebay.com,Index Exchange,Smartphone,39794,17539,37664,101,12," $5,328.52 "
OH22Q,Online Behavior > United States > Online Communities > Online Goodies,300x250,OEHNZ3437I,10% Discount - Ends 6/1,people.com,OpenX,Smartphone,8187,4888,7510,20,3," $6,980.23 "
GB72T,Online Behavior > United States > Online Communities > Photo and Video Sharing,300x250,IRHJI8002Z,Subscribe Today - 10% Discount,flightaware.com,PubMatic,Smartphone,12136,2089,11500,97,3," $5,224.93 "
ZO78S,Online Behavior > United States > Online Communities > Social Networks,320x50,FAYJV6363S,10% Discount - Ends 6/1,flightaware.com,Google Ad Manager,Smartphone,9463,1518,8191,56,4," $6,879.60 "
MH59A,Online Behavior > United States > People and Society > Family and Relationships - Moms,320x50,URUUN6862Y,Subscribe Today - 10% Discount,my.yahoo.com,BidSwitch,Smartphone,26784,12708,22261,85,9," $6,643.16 "
YX24H,Online Behavior > United States > People and Society > Family and Relationships - Parents,320x50,CHKMG9396E,Subscribe Today - 10% Discount,cbsnews.com,BidSwitch,Smartphone,115544,79182,109463,412,56," $6,721.09 "
CX8O,Online Behavior > United States > People and Society > Millennials,300x250,VGSJY3745H,Sign up Today - 10% Off,accuweather.com,BidSwitch,Smartphone,23829,8326,18812,75,5," $1,534.70 "
RB71Y,Online Behavior > United States > People and Society > Seniors and Retirement,320x50,RKCRU2032O,Sign up Now - 10% Off,healthline.com,Google Ad Manager,Smartphone,26820,13553,21192,80,12," $6,745.10 "
JK18T,Online Behavior > United States > Real Estate > Apartments and Residential Rentals,320x50,YZCFL2986Y,Sign up Now - 10% Off,cbssports.com,Google Ad Manager,Smartphone,9515,6169,9138,30,3," $5,776.51 "
JM29G,Online Behavior > United States > Real Estate > Homeowner,300x250,HPNMM5625A,10% Discount - Ends 6/1,ebay.com,Google Ad Manager,Smartphone,161178,70181,150003,492,11," $5,892.48 "
QU14T,Online Behavior > United States > Sports > College Sports,300x250,HPADF0180L,Sign up Now - 10% Off,weather.com,Magnite DV+,Smartphone,1109184,83035,782482,3142,25," $7,490.86 "
SM69F,Online Behavior > United States > Sports > Extreme Sports,300x250,MTDOM6894I,Subscribe Today - 10% Discount,webmd.com,Yahoo Exchange,Smartphone,14599,1779,12458,33,4," $5,092.56 "
EE65H,Online Behavior > United States > Sports > Fantasy Sports,320x50,XPTNG7311M,Sign up Now - 10% Off,cargurus.com,Index Exchange,Smartphone,45285,30225,43298,190,11," $4,728.01 "
QM25I,Online Behavior > United States > Sports > Individual Sports - Bowling,300x250,QPNDD6389F,Sign up Today - 10% Off,mail.aol.com,Smart RTB+ (Smartadserver),Windows PC,30460,21830,27750,95,25," $6,643.97 "
JI63H,Online Behavior > United States > Sports > Individual Sports - Cycling,300x250,FMYIG2676Q,10% Discount - Ends 6/1,msn.com,TripleLift,Windows PC,117518,66458,86571,299,1," $5,999.99 "
XK84O,Online Behavior > United States > Sports > Individual Sports - Golf,300x250,EBJQC0934G,Sign up Today - 10% Off,realtor.com,Index Exchange,Smartphone,69928,30196,62327,210,9," $6,318.41 "
YU3U,Online Behavior > United States > Sports > Individual Sports - Running and Walking,300x250,DZPSC2326G,10% Discount - Ends 6/1,cbsnews.com,BidSwitch,Smartphone,7229,5668,6760,20,3," $6,812.59 "
YY84B,Online Behavior > United States > Sports > Individual Sports - Skate Sports,320x50,NFHGL5241D,Sign up Today - 10% Off,medical-news.org,Yahoo Exchange,Smartphone,117879,52098,86127,390,1," $5,102.71 "
HB38R,Online Behavior > United States > Sports > Individual Sports - Track and Field,320x50,IKJYQ1906K,Sign up Now - 10% Off,mail.aol.com,Google Ad Manager,Smartphone,7514,2646,3373,20,3," $6,756.30 "
XT10E,Online Behavior > United States > Sports > Motor Sports,320x50,JNAMM4456W,Sign up Now - 10% Off,forbes.com,BidSwitch,Smartphone,8204,1348,7832,20,1," $5,973.38 "
MQ23K,Online Behavior > United States > Sports > Sporting Goods,320x50,AJJCI3040E,Sign up Now - 10% Off,calculator.net,Google Ad Manager,Smartphone,18633,9424,18087,60,15," $6,785.06 "
BG76D,Online Behavior > United States > Sports > Sports League - MLB,320x50,CSFSM1628N,10% Discount - Ends 6/1,autotrader.com,Google Ad Manager,Smartphone,19093,9626,17815,50,10," $6,612.15 "
GJ66U,Online Behavior > United States > Sports > Sports League - NBA,320x50,QGKGJ3795G,10% Discount - Ends 6/1,biblegateway.com,Magnite DV+,Smartphone,149618,126031,140596,260,26," $6,605.59 "
JT45O,Online Behavior > United States > Sports > Sports League - NFL,320x50,GOLZO2212D,Sign up Now - 10% Off,alotfinance.com,OpenX,Smartphone,40447,16663,29774,177,12," $5,083.89 "
WS44Y,Online Behavior > United States > Sports > Sports League - NHL,300x250,UOMGJ9702W,Sign up Now - 10% Off,ebay.com,Index Exchange,Smartphone,56945,20750,50714,152,9," $5,144.47 "
RH98P,Online Behavior > United States > Sports > Sports League - Premier League,300x250,QLKLM7985S,Sign up Today - 10% Off,cnet.com,BidSwitch,Smartphone,8217,5740,8009,25,11," $6,051.33 "
UH52Z,Online Behavior > United States > Sports > Team Sports - American Football,320x50,YRTCW3194T,Sign up Today - 10% Off,msn.com,PubMatic,Smartphone,458931,264325,378011,974,30," $7,462.68 "
